name,crunchlink,category,country,state,city,round,date,year,money
Ampulse,/organization/ampulse,Legal,USA,CO,Golden,venture,2012-10-01,2012,"350,000"
Anametrix,/organization/anametrix,Internet,USA,CA,San Diego,A,2012-10-01,2012,"4,400,000"
AppEnsure,/organization/appensure,Enterprise Software,USA,CA,Santa Clara,seed,2012-10-01,2012,"250,000"
Appy Couple,/organization/appycouple,Curated Web,USA,NY,New York,seed,2012-10-01,2012,"1,200,000"
Aragon Pharmaceuticals,/organization/aragon-pharmaceuticals,Biotechnology,USA,CA,San Diego,D,2012-10-01,2012,"50,000,000"
ARCA biopharma,/organization/arca-biopharma,Biotechnology,USA,CO,Westminster,venture,2012-10-01,2012,"325,000"
Arena Solutions,/organization/arena-solutions,Software,USA,CA,Foster City,venture,2012-10-01,2012,"155,000"
Ariste Medical,/organization/ariste-medical,Biotechnology,USA,TN,Memphis,seed,2012-10-01,2012,"1,275,000"
Articulinx Inc.,/organization/articulinx-inc,Medical,USA,CA,Cupertino,venture,2012-10-01,2012,"2,200,000"
Ascentis,/organization/ascentis,Human Resources,USA,WA,Bellevue,venture,2012-10-01,2012,"3,273,803"
Aspen Avionics,/organization/aspen-avionics,Public Transportation,USA,NM,Albuquerque,venture,2012-10-01,2012,"12,800,000"
Atavist,/organization/atavist,Software,USA,NY,Brooklyn,venture,2012-10-01,2012,"2,500,018"
AtTask,/organization/attask,SaaS,USA,UT,Lehi,venture,2012-10-01,2012,"17,000,000"
Attivio,/organization/attivio,Enterprise Software,USA,MA,Boston,D,2012-10-01,2012,"41,900,000"
Audioscribe,/organization/audioscribe,Real Time,USA,LA,Breaux Bridge,venture,2012-10-01,2012,"749,800"
Authorly,/organization/authorly,Publishing,USA,CA,West Hollywood,seed,2012-10-01,2012,"150,000"
Autogrid,/organization/autogrid,Analytics,USA,CA,Redwood City,venture,2012-10-01,2012,"9,000,000"
Autoniq,/organization/autoniq,Automotive,USA,VA,Purcellville,venture,2012-10-01,2012,"250,000"
Axcient,/organization/axcient,Virtualization,USA,CA,Mountain View,venture,2012-10-01,2012,"5,000,000"
Azuki Systems,/organization/azuki,Video Streaming,USA,MA,Acton,venture,2012-10-01,2012,"4,000,000"
BackOps,/organization/backops,Human Resources,USA,CA,San Francisco,seed,2012-10-01,2012,"150,000"
Benefitter,/organization/benefitter,Software,USA,CA,San Francisco,seed,2012-10-01,2012,"100,000"
Betterment,/organization/betterment,Finance,USA,NY,New York,B,2012-10-01,2012,"10,000,000"
Bidgely,/organization/bidgely,Analytics,USA,CA,Sunnyvale,seed,2012-10-01,2012,"3,000,000"
Biocycle,/organization/biocycle,Biotechnology,USA,TX,Amarillo,venture,2012-10-01,2012,"1,500,000"
BIOSAFE,/organization/biosafe,Manufacturing,USA,PA,Pittsburgh,venture,2012-10-01,2012,"150,000"
BlackJet,/organization/blackjet,Software,USA,FL,West Palm Beach,venture,2012-10-01,2012,"2,135,000"
Bloomerang,/organization/bloomerang,Software,USA,IN,Indianapolis,venture,2012-10-01,2012,"930,000"
BloomReach,/organization/bloomreach,Enterprise Software,USA,CA,Mountain View,C,2012-10-01,2012,"25,000,000"
Blue Box,/organization/blue-box-group,Enterprise Software,USA,WA,Seattle,seed,2012-10-01,2012,"3,500,000"
Blue Water Technologies,/organization/blue-water-technologies,Clean Technology,USA,ID,Hayden,venture,2012-10-01,2012,"691,825"
bluebird bio,/organization/bluebird-bio,Biotechnology,USA,MA,Cambridge,venture,2012-10-01,2012,"9,300,000"
Bookigee,/organization/bookigee,Mobile,USA,FL,Miami,angel,2012-10-01,2012,"450,000"
Bottlenose,/organization/bottlenose,Ediscovery,USA,CA,Los Angeles,seed,2012-10-01,2012,"1,000,000"
Branding Brand,/organization/branding-brand,Mobile Commerce,USA,PA,Pittsburgh,A,2012-10-01,2012,"7,500,000"
BRD Motorcycles,/organization/brd-motorcycles,Clean Technology,USA,CA,San Francisco,seed,2012-10-01,2012,"800,000"
Brickstream,/organization/brickstream,Analytics,USA,GA,Norcross,venture,2012-10-01,2012,"4,000,000"
Bright Pattern,/organization/bright-pattern,Customer Support Tools,USA,CA,San Bruno,seed,2012-10-01,2012,"2,000,000"
BucketFeet,/organization/bucketfeet,Internet,USA,IL,Chicago,seed,2012-10-01,2012,"1,600,000"
Buddy,/organization/buddy,Enterprise Software,USA,WA,Seattle,seed,2012-10-01,2012,"1,130,000"
BuildDirect,/organization/builddirect,E-Commerce,CAN,BC,Vancouver,venture,2012-10-01,2012,"4,000,000"
Bulbstorm,/organization/bulbstorm-inc,Crowdsourcing,USA,AZ,Phoenix,venture,2012-10-01,2012,"100,000"
BuyerCurious,/organization/buyercurious,Real Estate,USA,MN,Excelsior,A,2012-10-01,2012,"1,750,000"
BuzzMob,/organization/buzzmob,Social Media,USA,CA,Irvine,venture,2012-10-01,2012,"2,000,000"
ByteLight,/organization/bytelight,Mobile,USA,MA,Boston,seed,2012-10-01,2012,"1,250,000"
Calxeda,/organization/calxeda,Software,USA,TX,Austin,C,2012-10-01,2012,"55,000,000"
CanDiag,/organization/candiag,Biotechnology,USA,NC,Waxhaw,venture,2012-10-01,2012,"500,000"
CapsoVision,/organization/capsovision,Health Care,USA,CA,Saratoga,venture,2012-10-01,2012,"3,707,200"
Cardia,/organization/cardia,Automotive,USA,MN,Eagan,venture,2012-10-01,2012,"1,247,753"
Castle Biosciences,/organization/castle-biosciences,Biotechnology,USA,TX,Friendswood,venture,2012-10-01,2012,"1,343,689"
Cebix,/organization/cebix,Biotechnology,USA,CA,La Jolla,C,2012-10-01,2012,"30,900,000"
Cerephex,/organization/cerephex,Health Care,USA,CA,Mountain View,A,2012-10-01,2012,"5,924,066"
ChargeBee,/organization/chargebee,Billing,USA,CA,Walnut,angel,2012-10-01,2012,"370,000"
CHARGED.fm,/organization/charged-fm,Ticketing,USA,NY,Brooklyn,seed,2012-10-01,2012,"1,000,000"
Charitybuzz,/organization/charitybuzz,E-Commerce,USA,NY,New York,angel,2012-10-01,2012,"3,000,000"
Charleston Laboratories,/organization/charleston-laboratories,Biotechnology,USA,SC,Charleston,venture,2012-10-01,2012,"7,415,026"
Chat Sports,/organization/chat-sports-inc,Messaging,USA,CA,San Francisco,angel,2012-10-01,2012,"300,000"
Chesson Laboratory Associates,/organization/chesson-laboratory-associates-in,Biotechnology,USA,NC,Durham,venture,2012-10-01,2012,"1,588,742"
Choozle,/organization/choozle,Software,USA,CO,Denver,seed,2012-10-01,2012,"527,500"
Chronix Biomedical,/organization/chronix-biomedical,Biotechnology,USA,CA,San Jose,venture,2012-10-01,2012,"1,415,000"
Cibiem,/organization/cibiem,Health Care,USA,NY,New York,A,2012-10-01,2012,"10,000,000"
CipherGraph Networks,/organization/ciphergraph-networks,Enterprise Software,USA,CA,Pleasanton,venture,2012-10-01,2012,"140,000"
ClearCare,/organization/clearcare-online,Software,USA,CA,San Francisco,A,2012-10-01,2012,"4,500,000"
Cleveland HeartLab,/organization/cleveland-heartlab,Biotechnology,USA,OH,Cleveland,C,2012-10-01,2012,"14,700,000"
Clever,/organization/clever,Big Data,USA,CA,San Francisco,seed,2012-10-01,2012,"3,000,000"
CliniCast,/organization/clinicast,Software,USA,CA,Millbrae,seed,2012-10-01,2012,"100,000"
Clinipace WorldWide,/organization/clinipace-worldwide,Biotechnology,USA,NC,Morrisville,C,2012-10-01,2012,"9,000,000"
Cloud Engines,/organization/cloud-engines,Enterprise Software,USA,CA,San Francisco,venture,2012-10-01,2012,"2,500,000"
