name,crunchlink,category,country,state,city,round,date,year,money,
Airpush,/organization/airpush,Advertising,USA,CA,Los Angeles,seed,2011-01-03,2011,"400,000"
Airrosti Rehab Centers,/organization/airrosti-rehab-centers,Health and Wellness,USA,TX,San Antonio,venture,2014-12-19,2014,"3,360,000"
AirSage,/organization/airsage,Public Transportation,USA,GA,Atlanta,venture,2006-12-06,2006,"6,000,000"
Airseed,/organization/airseed,Big Data,USA,CA,San Francisco,seed,2013-05-01,2013,"500,000"
Airship Ventures,/organization/airship-ventures,Public Transportation,USA,CA,Moffett Field,A,2008-05-09,2008,"8,000,000"
Airship Ventures,/organization/airship-ventures,Public Transportation,USA,CA,Moffett Field,B,2009-03-01,2009,"2,500,000"
Airside Mobile,/organization/airside-mobile,Transportation,USA,VA,Arlington,seed,2010-12-01,2010,"400,000"
AIRSIS,/organization/airsis,Software,USA,CA,San Diego,venture,2005-12-30,2005,"1,000,000"
AIRSIS,/organization/airsis,Software,USA,CA,San Diego,venture,2007-01-01,2007,"1,000,000"
Airspan Networks,/organization/airspan-networks,Mobile,USA,FL,Boca Raton,C,2009-10-14,2009,"10,000,000"
Airspan Networks,/organization/airspan-networks,Mobile,USA,FL,Boca Raton,C,2009-09-02,2009,"10,000,000"
Airspan Networks,/organization/airspan-networks,Mobile,USA,FL,Boca Raton,D,2012-04-13,2012,"10,728,000"
Airspan Networks,/organization/airspan-networks,Mobile,USA,FL,Boca Raton,D,2014-03-04,2014,"29,867,000"
Airspan Networks,/organization/airspan-networks,Mobile,USA,FL,Boca Raton,D,2014-07-02,2014,"10,541,000"
Airspan Networks,/organization/airspan-networks,Mobile,USA,FL,Boca Raton,E,2014-08-27,2014,"8,000,000"
Airspan Networks,/organization/airspan-networks,Mobile,USA,FL,Boca Raton,D,2014-10-15,2014,"7,500,000"
Airspan Networks,/organization/airspan-networks,Mobile,USA,FL,Boca Raton,E,2015-01-07,2015,"5,000,000"
Airspan Networks,/organization/airspan-networks,Mobile,USA,FL,Boca Raton,D,2015-01-12,2015,"15,000,000"
Airstrip Technologies,/organization/airstrip-technologies,Health Care,USA,TX,San Antonio,venture,2010-08-24,2010,"30,000,000"
Airstrip Technologies,/organization/airstrip-technologies,Health Care,USA,TX,San Antonio,venture,2012-10-16,2012,"10,000,000"
Airstrip Technologies,/organization/airstrip-technologies,Health Care,USA,TX,San Antonio,venture,2014-08-26,2014,"25,000,000"
Airtable,/organization/airtable,Software,USA,CA,San Francisco,seed,2015-02-25,2015,"3,000,000"
AirTight Networks,/organization/airtight-networks,Security,USA,CA,Mountain View,A,2004-11-15,2004,"10,250,000"
AirTight Networks,/organization/airtight-networks,Security,USA,CA,Mountain View,B,2005-12-13,2005,"12,000,000"
AirTight Networks,/organization/airtight-networks,Security,USA,CA,Mountain View,C,2007-04-10,2007,"14,500,000"
AirTight Networks,/organization/airtight-networks,Security,USA,CA,Mountain View,D,2013-07-15,2013,"10,000,000"
Airtime,/organization/airtime,Social Media,USA,NY,New York,B,2012-06-11,2012,"7,958,625"
Airtime,/organization/airtime,Social Media,USA,NY,New York,B,2012-05-23,2012,"25,000,000"
AirTouch Communications,/organization/airtouch-communications,Mobile,USA,CA,Newport Beach,A,2011-08-30,2011,"12,000,000"
AIRVEND,/organization/airvend,Software,USA,UT,Provo,seed,2014-01-02,2014,"1,200,000"
AirWalk Communications,/organization/airwalk-communications,Mobile,USA,TX,Richardson,B,2006-10-16,2006,"15,000,000"
AirWalk Communications,/organization/airwalk-communications,Mobile,USA,TX,Richardson,venture,2009-09-24,2009,"5,000,000"
AirWalk Communications,/organization/airwalk-communications,Mobile,USA,TX,Richardson,venture,2010-12-20,2010,"9,999,996"
AirWalk Communications,/organization/airwalk-communications,Mobile,USA,TX,Richardson,venture,2010-07-16,2010,"4,000,000"
AirWalk Communications,/organization/airwalk-communications,Mobile,USA,TX,Richardson,B,2011-02-08,2011,"10,000,000"
Airware,/organization/airware,Enterprise Software,USA,CA,San Francisco,seed,2013-03-31,2013,"3,000,000"
Airware,/organization/airware,Enterprise Software,USA,CA,San Francisco,A,2013-05-15,2013,"12,200,000"
Airware,/organization/airware,Enterprise Software,USA,CA,San Francisco,B,2014-07-23,2014,"25,000,000"
AirWatch,/organization/airwatch,Mobile,USA,GA,Atlanta,A,2013-02-24,2013,"200,000,000"
AirWatch,/organization/airwatch,Mobile,USA,GA,Atlanta,A,2013-05-16,2013,"25,000,000"
Airwavz Solutions,/organization/airwavz-solutions,Software,USA,NC,Durham,venture,2014-02-19,2014,"1,024,999"
Airway Therapeutics,/organization/airway-therapeutics,Biotechnology,USA,OH,Cincinnati,seed,2011-06-06,2011,"500,000"
Airway Therapeutics,/organization/airway-therapeutics,Biotechnology,USA,OH,Cincinnati,A,2014-09-10,2014,"4,600,000"
Airwide Solutions,/organization/airwide-solutions,Software,USA,MA,Burlington,D,2006-01-25,2006,"25,000,000"
Airwide Solutions,/organization/airwide-solutions,Software,USA,MA,Burlington,E,2009-04-23,2009,"7,559,918"
AirXP,/organization/airxp,Curated Web,USA,CA,Palo Alto,seed,2013-03-14,2013,"1,000,000"
AirXpanders,/organization/airxpanders,Biotechnology,USA,CA,Mountain View,venture,2006-12-29,2006,"4,000,000"
AirXpanders,/organization/airxpanders,Biotechnology,USA,CA,Mountain View,venture,2009-03-25,2009,"752,428"
AirXpanders,/organization/airxpanders,Biotechnology,USA,CA,Mountain View,venture,2010-04-29,2010,"5,449,144"
AirXpanders,/organization/airxpanders,Biotechnology,USA,CA,Mountain View,venture,2011-03-02,2011,"3,000,000"
AirXpanders,/organization/airxpanders,Biotechnology,USA,CA,Mountain View,venture,2011-03-02,2011,"5,000,000"
AirXpanders,/organization/airxpanders,Biotechnology,USA,CA,Mountain View,D,2012-01-23,2012,"1,080,000"
AirXpanders,/organization/airxpanders,Biotechnology,USA,CA,Mountain View,E,2014-09-10,2014,"9,949,305"
Airy Labs,/organization/airy-labs,Games,USA,CA,Palo Alto,seed,2011-08-03,2011,"1,500,000"
aisle411,/organization/aisle411,Android,USA,MO,St Louis,angel,2010-11-22,2010,"2,100,000"
aisle411,/organization/aisle411,Android,USA,MO,St Louis,seed,2011-12-06,2011,"1,000,000"
aisle411,/organization/aisle411,Android,USA,MO,St Louis,angel,2012-09-05,2012,"250,000"
aisle411,/organization/aisle411,Android,USA,MO,St Louis,A,2013-09-04,2013,"6,340,000"
Aisle50,/organization/aisle50,Coupons,USA,IL,Chicago,venture,2012-01-05,2012,"2,600,000"
Aisle50,/organization/aisle50,Coupons,USA,IL,Chicago,A,2013-08-08,2013,"2,600,000"
AisleBuyer,/organization/aislebuyer,iPhone,USA,MA,Boston,E,2011-06-13,2011,"7,500,000"
Aislelabs,/organization/aislelabs,Analytics,CAN,ON,Toronto,seed,2014-03-19,2014,"1,500,000"
AIT Bioscience,/organization/ait-bioscience,Biotechnology,USA,IN,Indianapolis,venture,2014-01-07,2014,"1,000,000"
Aivvy Inc.,/organization/aivvy-inc,New Technologies,USA,CA,San Mateo,seed,2014-06-19,2014,"500,000"
AJ Consulting,/organization/aj-consulting,Consulting,USA,NY,New York,seed,2010-01-01,2010,"100,000"
Ajungo,/organization/ajungo,Travel,USA,PA,Philadelphia,seed,2014-06-18,2014,"200,000"
Akademos,/organization/akademos,Education,USA,CT,Norwalk,venture,2009-08-10,2009,"2,500,000"
Akademos,/organization/akademos,Education,USA,CT,Norwalk,venture,2010-03-19,2010,"500,000"
Akademos,/organization/akademos,Education,USA,CT,Norwalk,venture,2011-04-13,2011,"2,500,000"
Akana,/organization/soa-software,Software,USA,CA,Los Angeles,D,2006-06-12,2006,"11,000,000"
AkaRx,/organization/akarx,Biotechnology,USA,NJ,Paramus,venture,2010-01-07,2010,"26,100,000"
Akashi Therapeutics,/organization/dart-therapeutics,Biotechnology,USA,MA,Cambridge,venture,2014-07-03,2014,"1,500,000"
Akebia Therapeutics,/organization/akebia-therapeutics,Biotechnology,USA,MA,Cambridge,A,2009-09-15,2009,"16,000,000"
Akebia Therapeutics,/organization/akebia-therapeutics,Biotechnology,USA,MA,Cambridge,B,2011-04-26,2011,"22,000,000"
Akebia Therapeutics,/organization/akebia-therapeutics,Biotechnology,USA,MA,Cambridge,B,2012-01-09,2012,"4,100,000"
Akebia Therapeutics,/organization/akebia-therapeutics,Biotechnology,USA,MA,Cambridge,C,2013-06-04,2013,"41,000,000"
AkēLex,/organization/akelex,Analytics,USA,OR,Portland,A,2013-06-26,2013,"1,000,000"
AkēLex,/organization/akelex,Analytics,USA,OR,Portland,angel,2013-07-01,2013,"1,500,000"
AkēLex,/organization/akelex,Analytics,USA,OR,Portland,A,2014-08-08,2014,"1,500,000"
Akermin,/organization/akermin,Biotechnology,USA,MO,St Louis,A,2007-11-12,2007,"5,000,000"
Akermin,/organization/akermin,Biotechnology,USA,MO,St Louis,venture,2010-01-13,2010,"6,073,670"
Akermin,/organization/akermin,Biotechnology,USA,MO,St Louis,venture,2011-01-05,2011,"4,077,500"
Akermin,/organization/akermin,Biotechnology,USA,MO,St Louis,A,2013-02-19,2013,"1,500,000"
Akeso Biomedical,/organization/akeso-biomedical,Biotechnology,USA,MA,Waltham,seed,2014-12-19,2014,"225,000"
AkesoGenX,/organization/akesogenx,Therapeutics,USA,CO,Westminster,venture,2013-06-12,2013,"200,000"
AkesoGenX,/organization/akesogenx,Therapeutics,USA,CO,Westminster,venture,2014-01-17,2014,"1,314,985"
Akiban Technologies,/organization/akiban,Enterprise Software,USA,MA,Boston,venture,2009-07-20,2009,"6,528,156"
Akiban Technologies,/organization/akiban,Enterprise Software,USA,MA,Boston,venture,2011-04-07,2011,"3,200,000"
Akido Labs,/organization/akido-labs,Health Care,USA,CA,Los Angeles,seed,2014-12-01,2014,"120,000"
Akimbi Systems,/organization/akimbi-systems,Software,USA,CA,San Mateo,B,2005-11-01,2005,"8,000,000"
Akimbo,/organization/akimbo,Games,USA,CA,San Mateo,seed,2003-06-01,2003,"4,200,000"
Akimbo,/organization/akimbo,Games,USA,CA,San Mateo,B,2004-07-01,2004,"12,000,000"
Akimbo,/organization/akimbo,Games,USA,CA,San Mateo,C,2006-06-01,2006,"15,500,000"
Akimbo,/organization/akimbo,Games,USA,CA,San Mateo,D,2008-02-29,2008,"4,000,000"
Akimbo,/organization/akimbo,Games,USA,CA,San Mateo,seed,2013-05-26,2013,"450,000"
Akimbo Financial,/organization/akimbo-financial,Peer-to-Peer,USA,TX,San Antonio,angel,2013-05-13,2013,"850,000"
Akimbo LLC,/organization/akimbo-llc,Software,USA,TN,Chattanooga,seed,2013-05-26,2013,"450,000"
Akira Technologies,/organization/akira-technologies,Software,USA,DC,Washington,A,2005-03-16,2005,"2,000,000"
Akoha,/organization/akoha,Games,CAN,QC,Montréal,angel,2008-04-28,2008,"1,900,000"
Akonia Holographics,/organization/akonia-holographics,Technology,USA,CO,Longmont,A,2012-08-10,2012,"11,600,000"
Akonni Biosystems,/organization/akonni-biosystems,Biotechnology,USA,MD,Frederick,venture,2010-12-13,2010,"912,598"
Akonni Biosystems,/organization/akonni-biosystems,Biotechnology,USA,MD,Frederick,C,2012-08-17,2012,"25,000,000"
Akonni Biosystems,/organization/akonni-biosystems,Biotechnology,USA,MD,Frederick,venture,2012-05-14,2012,"2,127,919"
Akorri Networks,/organization/akorri,Software,USA,MA,Littleton,A,2005-05-05,2005,"8,430,000"
Akorri Networks,/organization/akorri,Software,USA,MA,Littleton,B,2006-04-03,2006,"15,200,000"
Akorri Networks,/organization/akorri,Software,USA,MA,Littleton,C,2007-09-10,2007,"15,000,000"
Akorri Networks,/organization/akorri,Software,USA,MA,Littleton,venture,2009-09-09,2009,"5,000,000"
Akorri Networks,/organization/akorri,Software,USA,MA,Littleton,venture,2010-03-23,2010,"10,100,000"
Akros Silicon,/organization/akros-silicon,Semiconductors,USA,CA,Folsom,A,2005-07-01,2005,"9,000,000"
Akros Silicon,/organization/akros-silicon,Semiconductors,USA,CA,Folsom,B,2007-03-02,2007,"10,100,000"
Akros Silicon,/organization/akros-silicon,Semiconductors,USA,CA,Folsom,venture,2012-11-13,2012,"11,000,000"
Akros Silicon,/organization/akros-silicon,Semiconductors,USA,CA,Folsom,venture,2012-10-01,2012,"8,000,000"
Akros Silicon,/organization/akros-silicon,Semiconductors,USA,CA,Folsom,seed,2012-02-15,2012,"2,553,484"
Akros Silicon,/organization/akros-silicon,Semiconductors,USA,CA,Folsom,venture,2015-02-09,2015,"6,299,874"
AKSEL GROUP,/organization/aksel-paris,E-Commerce,USA,NY,New York,seed,2011-11-07,2011,"500,000"
Akshay Wellness,/organization/akshay-wellness,Biotechnology,USA,NJ,Princeton,A,2011-10-07,2011,"1,797,641"
Akshay Wellness,/organization/akshay-wellness,Biotechnology,USA,NJ,Princeton,venture,2014-12-12,2014,"2,768,626"
AKT,/organization/akt,Software,USA,NJ,Iselin,venture,2014-04-01,2014,"100,000"
Aktana,/organization/aktana,Analytics,USA,CA,San Francisco,A,2011-12-01,2011,"5,000,000"
Aktana,/organization/aktana,Analytics,USA,CA,San Francisco,venture,2012-06-01,2012,"1,050,000"
Aktana,/organization/aktana,Analytics,USA,CA,San Francisco,venture,2013-01-08,2013,"1,010,000"
Aktana,/organization/aktana,Analytics,USA,CA,San Francisco,A,2013-01-04,2013,"2,060,000"
Aktana,/organization/aktana,Analytics,USA,CA,San Francisco,B,2013-07-08,2013,"2,517,424"
Aktino,/organization/aktino,Web Hosting,USA,CA,Irvine,B,2005-05-12,2005,"16,000,000"
Aktino,/organization/aktino,Web Hosting,USA,CA,Irvine,C,2008-08-17,2008,"14,200,000"
Akumina,/organization/akumina,Portals,USA,NH,Nashua,venture,2014-06-20,2014,"499,975"
Akustica,/organization/akustica,Semiconductors,USA,PA,Pittsburgh,B,2005-03-30,2005,"15,000,000"
Akustica,/organization/akustica,Semiconductors,USA,PA,Pittsburgh,venture,2007-01-22,2007,"12,000,000"
Alafair Biosciences,/organization/alafair-biosciences,Biotechnology,USA,TX,Austin,venture,2012-01-09,2012,"702,000"
Alafair Biosciences,/organization/alafair-biosciences,Biotechnology,USA,TX,Austin,venture,2013-09-11,2013,"525,000"
Alaris,/organization/arizona-security,Hardware + Software,USA,AZ,Scottsdale,venture,2009-11-13,2009,"100,000"
Alaris,/organization/arizona-security,Hardware + Software,USA,AZ,Scottsdale,venture,2014-06-24,2014,"745,075"
Alation,/organization/alation,Technology,USA,CA,Redwood City,A,2015-03-04,2015,"9,000,000"
"Alavita Pharmaceuticals, Inc",/organization/alavita-pharmaceuticals-inc,Biotechnology,USA,CA,Mountain View,venture,2009-09-21,2009,"600,000"
Alawar Entertainment,/organization/alawarentertainment,Games,USA,VA,Alexandria,venture,2010-02-06,2010,"3,000,000"
Albeado,/organization/albeado,Insurance,USA,CA,Saratoga,venture,2014-10-10,2014,"1,539,048"
Albeo Technologies,/organization/albeo-technologies,Lighting,USA,CO,Boulder,A,2008-12-16,2008,"1,000,000"
Albeo Technologies,/organization/albeo-technologies,Lighting,USA,CO,Boulder,A,2008-02-21,2008,"1,500,000"
Albeo Technologies,/organization/albeo-technologies,Lighting,USA,CO,Boulder,C,2012-03-21,2012,"6,500,000"
Albiorex,/organization/albiorex,Hardware + Software,USA,FL,Palm Harbor,venture,2009-02-09,2009,"2,025,000"
Alces Technology,/organization/alces-technology,Hardware + Software,USA,SD,Rapid City,venture,2014-09-18,2014,"4,597,304"
Alchemist Accelerator,/organization/alchemist-accelerator,Education,USA,CA,San Francisco,venture,2015-01-20,2015,"2,100,000"
AlchemyAPI,/organization/alchemyapi,Natural Language Processing,USA,CO,Denver,A,2013-02-15,2013,"2,000,000"
ALCOHOOT,/organization/alcohoot,Hardware + Software,USA,NY,New York,seed,2012-08-01,2012,"100,000"
ALCOHOOT,/organization/alcohoot,Hardware + Software,USA,NY,New York,seed,2013-08-01,2013,"1,250,000"
Alcresta,/organization/alcresta,Biotechnology,USA,MA,Newton,A,2012-04-17,2012,"10,000,000"
Alcresta,/organization/alcresta,Biotechnology,USA,MA,Newton,B,2013-07-22,2013,"10,000,000"
Alcyone Lifesciences,/organization/alcyone-lifesciences,Biotechnology,USA,MA,Ayer,A,2012-03-28,2012,"1,800,000"
Alcyone Lifesciences,/organization/alcyone-lifesciences,Biotechnology,USA,MA,Ayer,B,2014-01-15,2014,"4,000,000"
Aldagen,/organization/aldagen,Biotechnology,USA,NC,Durham,C,2007-09-01,2007,"9,000,000"
Aldagen,/organization/aldagen,Biotechnology,USA,NC,Durham,D,2008-04-23,2008,"18,400,000"
ALDEA Pharmaceuticals,/organization/aldea-pharmaceuticals,Biotechnology,USA,CA,Redwood City,venture,2013-04-01,2013,"2,000,000"
ALDEA Pharmaceuticals,/organization/aldea-pharmaceuticals,Biotechnology,USA,CA,Redwood City,A,2013-11-18,2013,"11,483,692"
ALDEA Pharmaceuticals,/organization/aldea-pharmaceuticals,Biotechnology,USA,CA,Redwood City,B,2014-08-25,2014,"24,000,000"
Alder Biopharmaceuticals,/organization/alder-biopharmaceuticals,Biotechnology,USA,WA,Bothell,A,2005-07-01,2005,"11,000,000"
Alder Biopharmaceuticals,/organization/alder-biopharmaceuticals,Biotechnology,USA,WA,Bothell,B,2006-07-01,2006,"16,000,000"
Alder Biopharmaceuticals,/organization/alder-biopharmaceuticals,Biotechnology,USA,WA,Bothell,C,2007-12-01,2007,"40,000,000"
Alder Biopharmaceuticals,/organization/alder-biopharmaceuticals,Biotechnology,USA,WA,Bothell,D,2012-04-19,2012,"38,000,000"
Aldera,/organization/aldera,Finance,USA,NY,Lisle,B,2013-06-05,2013,"14,000,000"
Aldexa Therapeutics,/organization/aldexa-therapeutics,Biotechnology,USA,MA,Burlington,venture,2013-01-03,2013,"4,793,666"
Aldis,/organization/aldis,Software,USA,TN,Oak Ridge,A,2007-10-22,2007,"3,780,000"
Aldis,/organization/aldis,Software,USA,TN,Oak Ridge,venture,2010-08-22,2010,"6,000,000"
Aldis,/organization/aldis,Software,USA,TN,Oak Ridge,seed,2012-06-01,2012,"1,263,722"
Aledade,/organization/aledade,Hospitality,USA,MD,Bethesda,venture,2014-06-18,2014,"4,500,000"
Alegro Health,/organization/alegro-health,Health and Wellness,CAN,ON,Toronto,venture,2009-06-15,2009,"6,171,709"
Alektrona,/organization/alektrona,Clean Technology,USA,RI,Providence,venture,2010-07-21,2010,"510,000"
Alektrona,/organization/alektrona,Clean Technology,USA,RI,Providence,seed,2012-02-29,2012,"200,000"
AlephCloud Systems,/organization/alephcloud-systems,Enterprise Software,USA,CA,Sunnyvale,A,2012-05-04,2012,"2,000,000"
AlephCloud Systems,/organization/alephcloud-systems,Enterprise Software,USA,CA,Sunnyvale,B,2013-05-22,2013,"7,500,000"
Alere Analytics,/organization/alere-analytics,Biotechnology,USA,MA,Lowell,B,2010-10-25,2010,"5,000,000"
Alereon,/organization/alereon,Semiconductors,USA,TX,Austin,B,2005-10-25,2005,"20,000,000"
Alereon,/organization/alereon,Semiconductors,USA,TX,Austin,venture,2006-12-01,2006,"4,000,000"
Alereon,/organization/alereon,Semiconductors,USA,TX,Austin,venture,2008-11-05,2008,"40,000,000"
Alereon,/organization/alereon,Semiconductors,USA,TX,Austin,venture,2009-06-28,2009,"3,000,000"
Alereon,/organization/alereon,Semiconductors,USA,TX,Austin,venture,2012-06-05,2012,"6,000,000"
Alert Logic,/organization/alert-logic,Cloud Security,USA,TX,Houston,A,2005-09-19,2005,"2,300,000"
Alert Logic,/organization/alert-logic,Cloud Security,USA,TX,Houston,B,2006-08-01,2006,"5,000,000"
Alert Logic,/organization/alert-logic,Cloud Security,USA,TX,Houston,C,2008-03-04,2008,"8,250,000"
Alert Logic,/organization/alert-logic,Cloud Security,USA,TX,Houston,D,2009-10-05,2009,"3,514,990"
Alert Logic,/organization/alert-logic,Cloud Security,USA,TX,Houston,E,2011-04-11,2011,"12,600,000"
Alert Logic,/organization/alert-logic,Cloud Security,USA,TX,Houston,F,2012-06-05,2012,"12,200,000"
Alert Logic,/organization/alert-logic,Cloud Security,USA,TX,Houston,venture,2012-06-06,2012,"7,446,855"
AlertEnterprise,/organization/alertenterprise,Security,USA,CA,Fremont,A,2009-02-11,2009,"8,000,000"
AlertEnterprise,/organization/alertenterprise,Security,USA,CA,Fremont,B,2011-08-30,2011,"19,000,000"
Alerts,/organization/alerts,News,USA,WA,Bellevue,angel,2008-07-08,2008,"1,200,000"
